5021,united kingdom
392247,japan
428684,jordan
614407,spain
90590,nigeria
560141,india
777780,united states
340074,croatia
673579,united states
452469,australia
71625,china
431782,thailand
235202,france
809962,finland
349196,indonesia
509199,colombia
567262,united kingdom
66436,united states
679588,united kingdom
144397,united kingdom
748337,united states
376458,united kingdom
133402,argentina
21863,united states
237441,vatican
317373,colombia
285137,democratic republic of the congo
653097,japan
9823,bangladesh
736768,united states
44428,united kingdom
538605,south africa
265690,south korea
606730,japan
239908,group of seven
719730,austria
399299,japan
713246,united states
117752,belgium
122547,united states
130003,united kingdom
761154,france
460251,israel
611284,japan
155718,united states
249296,united states
570204,united states
175731,canada
212694,nigeria
71911,united kingdom
344650,united states
361229,united kingdom
737170,united states
95397,thailand
676226,united states
330689,united states
338056,bahrain
774679,australia
720660,france
188512,australia
123419,brazil
209056,france
653421,united states
547166,united states
761894,united states
413939,united states
590784,canada
21957,netherlands
99412,south africa
638178,italy
593072,belgium
608732,belarus
90724,russia
423915,australia
61619,united states
765390,australia
458867,romania
365603,madagascar
440502,nigeria
601290,united kingdom
808267,bulgaria
127563,united states
803955,croatia
234370,united states
480338,indonesia
62948,south korea
529733,europe
751250,japan
716777,europe
640434,europe
502396,yugoslavia
210821,germany
141213,united states
682776,chile
179819,south africa
607067,japan
789314,japan
87410,united states
176797,algeria
72204,united states
433397,united states
296966,united states
724350,thailand
162036,italy
88872,afghanistan
204617,netherlands
416339,japan
344080,united states
55201,europe
761947,united states
220834,united states
36195,cyprus
467606,united kingdom
172933,united states
23540,france
647280,united states
527326,poland
518085,india
307700,united states
777350,china
712694,south africa
466887,united states
503111,germany
499565,brazil
321677,united states
519244,thailand
432740,nigeria
715385,united states
137863,finland
197955,europe
639053,united states
659436,united states
580491,portugal
759980,united states
241587,albania
272485,united states
668195,china
716227,new zealand
224400,china
77986,united kingdom
128381,germany
277525,united states
230556,argentina
109534,greece
466220,united states
110217,united kingdom
523292,united states
59753,china
368240,japan
43212,united states
169520,australia
665162,singapore
801121,singapore
705124,united states
313765,malaysia
763820,united kingdom
539587,germany
301068,poland
653034,new zealand
236578,russia
606104,united states
528268,united states
227705,united states
238619,australia
72648,australia
446471,united kingdom
432253,united states
246652,united states
366841,brazil
491534,india
342450,philippines
587241,united states
595398,united states
25149,israel
517501,united states
281990,mexico
519032,hungary
269523,mexico
548541,sweden
507348,united states
242053,croatia
229585,greece
615738,united states
292340,malaysia
586708,united states
171754,united states
113455,united states
248672,romania
730832,malaysia
616366,poland
291060,united states
40533,brazil
540598,switzerland
611790,japan
67442,canada
511843,japan
424447,france
791847,belgium
41092,mexico
344509,india
294629,france
250789,singapore
109666,south korea
674114,united kingdom
114776,united states
211496,japan
148013,pakistan
261935,europe
466685,france
788444,united states
104272,united kingdom
73315,greece
7175,algeria
333143,indonesia
18700,france
496318,slovak republic
555662,united states
350111,india
652082,united states
763667,united states
714879,japan
482760,united kingdom
354424,united states
436746,united states
278935,canada
542261,united states
537369,greece
564504,australia
639825,new zealand
695451,australia
274914,brazil
695331,united states
544817,germany
159144,united states
737061,united kingdom
330339,argentina
705196,united states
386037,united kingdom
625798,germany
25180,italy
19211,argentina
486780,united kingdom
239133,south africa
499319,poland
256953,mexico
577677,japan
510741,united states
314835,china
344038,saudi arabia
739001,malaysia
335970,europe
149516,united states
149308,united states
327206,united states
386839,united states
77476,switzerland
51302,germany
745805,iran
543396,czech republic
11608,united kingdom
541438,france
608956,argentina
521303,united states
745811,egypt
662643,united states
143183,albania
278825,tunisia
530357,netherlands
638028,united states
246461,united states
420697,russia
683494,united states
394308,united states
318480,russia
738754,lithuania
575667,poland
205265,japan
99328,united kingdom
521549,united states
236996,canada
606951,japan
389571,south korea
745236,united kingdom
188738,hungary
471325,new zealand
165193,united arab emirates
617559,united kingdom
292731,united states
235826,organisation of african unity
488930,sweden
281193,hong kong
80898,united states
175903,slovenia
511228,belgium
431792,association of south east asian nations
456332,mexico
349033,denmark
686223,united states
26919,nigeria
158731,japan
78629,united states
14841,united kingdom
59473,sweden
580385,united states
474261,brazil
236859,canada
292366,malaysia
233350,czech republic
43388,canada
718605,united kingdom
5565,united states
506118,mexico
20912,united kingdom
330392,united states
753910,united states
238034,united kingdom
279637,pakistan
120743,united states
184062,europe
23626,united states
47748,australia
84365,united states
31903,philippines
715285,united states
787264,zambia
291026,united states
341288,pakistan
768591,estonia
41340,israel
582866,united states
445336,bangladesh
592869,democratic republic of the congo
69537,greece
65170,israel
11754,united states
674095,japan
655753,europe
204098,turkey
768843,belarus
572892,united kingdom
345697,united states
428270,united states
349767,france
124206,india
500388,india
751494,europe
238265,united states
694477,malaysia
606934,japan
381311,dubai
246151,argentina
626398,russia
274245,china
353519,united kingdom
600243,japan
119091,united states
89315,india
346000,europe
382705,lebanon
47737,australia
86013,dubai
67081,romania
400860,brazil
753809,united states
63850,bulgaria
777789,united states
36468,europe
12270,japan
198251,japan
267574,belgium
685096,united states
424932,europe
583482,united states
524224,zambia
460679,finland
747274,cambodia (kampuchea)
729112,united states
269052,abu dhabi
681037,united kingdom
605087,chile
10101,japan
260786,united kingdom
347866,europe
379768,bosnia-herzegovina
151825,malaysia
735373,south africa
163265,democratic republic of the congo
659851,united states
138094,united states
633730,germany
275030,united states
512160,united states
545827,united states
514396,canada
58858,bangladesh
446877,brazil
774943,poland
376392,belgium
555851,chile
237601,pakistan
17842,japan
442363,croatia
700109,italy
586750,united states
362170,germany
425572,austria
287697,bangladesh
10139,china
389989,united states
296895,united states
776714,bosnia-herzegovina
510312,europe
271746,israel
603901,hong kong
638855,germany
453538,belgium
289820,china
758548,united kingdom
120255,japan
488916,europe
204228,united states
762490,poland
13876,united states
253384,sweden
395993,hungary
464283,canada
171807,united states
73834,japan
501610,japan
490061,canada
124745,united states
4718,japan
442764,united states
227495,canada
640006,germany
160695,united kingdom
183035,spain
690963,malaysia
609757,united states
10324,philippines
668904,united states
766911,greece
323489,france
545243,japan
362027,malaysia
505238,albania
393746,ecuador
515670,united states
678929,japan
635036,switzerland
38555,united kingdom
738278,united states
334462,russia
366229,united states
643147,united states
697659,australia
238563,france
747201,portugal
515424,japan
741891,united states
216178,canada
296021,malaysia
773002,united states
573575,thailand
85740,united states
443085,france
751242,indonesia
576965,canada
210329,poland
227733,united kingdom
661593,united states
491615,afghanistan
534164,united states
220561,sri lanka
590481,united nations
31107,chile
681677,china
762866,china
704781,bolivia
128587,nicaragua
26408,myanmar (burma)
756711,mexico
591323,united states
772751,israel
47418,united states
178719,india
522678,bulgaria
613441,south africa
358042,france
548377,netherlands
469125,mexico
419511,china
496056,bulgaria
347533,india
67313,italy
579679,europe
291514,united states
331827,united states
35509,sri lanka
34979,bosnia-herzegovina
592983,iraq
660666,france
10030,indonesia
225048,united states
361344,turkey
463324,australia
66630,australia
266990,china
194836,united states
537665,japan
436175,mexico
627125,united states
281594,united states
666288,poland
235470,indonesia
508909,europe
184208,singapore
778243,canada
132885,south africa
721727,lithuania
606623,china
420798,croatia
657926,finland
155998,portugal
298944,russia
191495,russia
561791,united states
100052,united states
790540,united kingdom
7214,australia
78116,bosnia-herzegovina
647987,germany
602416,india
547833,united states
655482,united states
5277,sweden
63066,spain
222669,venezuela
314109,united states
733661,united states
183709,united kingdom
618132,united kingdom
7574,united kingdom
53146,iraq
5362,united kingdom
74722,united states
479652,united states
77667,united states
588805,philippines
583435,united states
28842,united states
62490,spain
659931,belgium
599534,singapore
344706,united states
378229,argentina
6146,argentina
3372,brazil
780884,united states
733280,united states
205251,japan
687592,united kingdom
556428,india
564144,ireland
716653,brazil
205469,belize
682685,czech republic
580674,united kingdom
346631,mexico
586420,united arab emirates
437931,malaysia
170025,netherlands
801944,united states
172135,united kingdom
242177,slovenia
542990,namibia
639279,canada
162699,united states
641468,united kingdom
696755,united states
455959,argentina
456230,united states
602271,belgium
623980,united states
319282,united states
282542,united kingdom
395812,china
749038,venezuela
369314,guatemala
67242,china
539609,india
253610,united kingdom
48527,united states
531561,russia
658916,liberia
685296,lithuania
594126,poland
193696,canada
14759,india
578027,united states
276185,jordan
560875,united states
451719,hong kong
393292,france
677497,indonesia
668334,india
712865,slovenia
323697,united states
114145,peru
704675,slovenia
321230,poland
378742,united states
575538,malawi
64311,united states
44869,germany
503418,united states
74313,france
165719,cyprus
554056,united states
652593,nigeria
751941,united states
628649,organisation of american states
136940,united states
472694,india
408114,europe
261635,united states
161882,egypt
410445,united states
737369,sweden
64359,united states
68388,japan
216902,cote d'ivoire (ivory coast)
398242,united states
114729,italy
415948,greece
759473,czech republic
107965,brazil
724992,egypt
702808,asia
63787,nigeria
514841,italy
524646,china
800359,canada
504852,algeria
628682,china
141935,france
752521,bulgaria
282005,australia
87466,united states
496926,united states
368490,canada
27244,australia
802064,hungary
772950,united states
32619,united states
8706,united states
293580,indonesia
276293,united states
310848,united states
673079,united states
616624,japan
295859,mexico
542411,united states
617941,sweden
756908,japan
432559,bulgaria
683333,united states
421085,jordan
550781,france
782864,israel
755503,united states
89633,indonesia
764970,mexico
4920,netherlands
710153,russia
151793,australia
538112,united states
235708,japan
437943,singapore
347926,united kingdom
144639,germany
318709,singapore
702183,united states
171572,germany
638538,china
380199,japan
285542,united states
207618,russia
230403,austria
163993,united states
543791,philippines
395121,switzerland
595691,israel
326702,china
340035,czech republic
159351,united states
89639,singapore
493231,canada
313384,europe
381002,australia
577927,germany
265235,united states
576092,united states
438482,united states
728330,france
65596,united kingdom
769780,united states
269685,united states
789672,greece
208128,australia
696948,luxembourg
342285,russia
396324,germany
790019,philippines
232649,australia
514056,india
206682,united states
279093,japan
278698,japan
353435,bulgaria
380920,india
226304,japan
447337,united states
314348,poland
711513,france
252260,united states
632951,brazil
538610,south africa
680579,austria
501176,sweden
339770,united states
475130,belgium
186280,united states
668184,philippines
178668,germany
123917,united states
192576,japan
520554,egypt
323830,united states
730809,philippines
405992,france
688929,venezuela
25987,iraq
557059,finland
361585,italy
394504,sri lanka
427203,united kingdom
483278,australia
169849,canada
75909,afghanistan
385734,united states
300392,malta
633456,russia
775186,poland
767273,italy
501165,belgium
260493,united states
265652,singapore
50819,united kingdom
395138,spain
394682,united states
139362,united states
96225,belarus
21674,united states
432321,united states
350269,united states
78088,kenya
615636,italy
743336,bangladesh
316956,lebanon
415227,italy
649560,croatia
629089,united states
260166,indonesia
3638,united states
407819,belgium
562672,brazil
499737,malaysia
567254,united kingdom
117991,united kingdom
76684,germany
730393,japan
614363,denmark
713505,united states
417616,australia
189497,netherlands
208948,netherlands
534411,united states
680865,chile
96282,russia
389773,finland
136052,united states
169984,chile
217445,united states
73420,canada
217802,sri lanka
317175,canada
558977,romania
589273,united states
314468,canada
745807,iran
422889,united states
62845,malaysia
658012,japan
760486,canada
414495,dominican republic
23551,south africa
453678,pakistan
34400,brazil
116372,south africa
387318,china
292659,australia
780506,malaysia
553553,united states
428158,united states
704105,united states
636409,ukraine
33662,denmark
415715,france
343520,yugoslavia
624912,hong kong
425371,japan
102398,new zealand
749493,united states
485305,united states
147575,egypt
492624,israel
517889,germany
48882,nigeria
363399,united states
289399,united states
149288,japan
30965,denmark
335436,united states
95097,europe
594727,indonesia
243740,united states
626206,kenya
144919,australia
55508,russia
579662,china
238198,united states
428951,italy
215758,japan
416581,netherlands
241835,united states
526410,japan
336636,united states
709292,australia
620113,asia
461960,italy
702455,india
715359,united states
121080,france
189391,italy
227131,tajikistan
426052,united kingdom
329659,italy
27994,united kingdom
379967,australia
613735,brazil
623427,china
639313,united kingdom
16740,united states
11089,bosnia-herzegovina
737870,japan
224003,thailand
289396,united states
188454,united kingdom
635962,brazil
737742,japan
112203,japan
309802,japan
130175,czech republic
628981,united states
15464,eritrea
584431,japan
302970,indonesia
189880,united kingdom
665171,singapore
687930,hong kong
557351,united kingdom
640895,united states
799067,ecuador
224062,japan
609889,greece
358817,philippines
466706,pakistan
16418,hungary
808669,united states
235954,europe
51953,united states
11826,united states
350223,united states
451061,germany
139674,united kingdom
518743,europe
426510,australia
427960,united states
450133,united states
610670,japan
230281,united states
115872,united states
512810,kenya
316090,australia
200769,united states
305455,bulgaria
26284,south africa
615068,japan
291930,united states
110446,croatia
364312,united states
169749,united states
744716,united states
195753,poland
155728,united states
709766,south africa
517683,united states
213677,united kingdom
684688,japan
48604,united states
91904,asia
686261,united states
12245,indonesia
524072,united kingdom
301703,south korea
452481,south africa
795834,australia
499820,china
769696,chile
429066,albania
261374,united states
690120,united states
271256,japan
45785,sri lanka
403720,united kingdom
39927,italy
612206,germany
476379,united states
135296,japan
774789,united states
590486,austria
588991,united states
189624,india
71040,united kingdom
115226,belgium
553933,india
575832,chile
155393,philippines
123659,united states
556662,united states
337013,macedonia
609327,united states
651556,indonesia
42603,south africa
403534,united states
759869,china
94842,united states
589985,mexico
476858,united states
756222,united kingdom
244887,japan
294973,new zealand
638761,algeria
504224,norway
707024,niger
443450,belgium
669083,canada
109386,greece
173902,qatar
370814,finland
108552,belgium
726493,united states
316550,philippines
614525,united kingdom
799430,united states
182705,united states
368930,united kingdom
737819,hong kong
260590,united states
172350,liberia
327398,united states
334706,australia
490022,sri lanka
125454,germany
793388,canada
96593,united states
158629,japan
374796,south africa
365710,australia
407813,france
188326,united kingdom
588643,thailand
421529,united states
227736,united kingdom
708276,finland
404480,china
368407,algeria
570092,united states
184347,japan
275101,france
192796,japan
495801,canada
291288,colombia
468111,albania
305049,south africa
186679,europe
676685,united states
714345,united states
547112,united states
124604,united kingdom
449727,croatia
160870,norway
131857,australia
201220,china
517978,denmark
711356,turkey
2847,united states
702977,egypt
22689,france
501340,united kingdom
254955,united states
513957,europe
219367,united states
120853,italy
680863,united states
36758,finland
425144,australia
287210,china
471176,denmark
773985,united kingdom
502234,south africa
676203,united states
724886,italy
229475,denmark
78186,hungary
494919,switzerland
246942,india
389464,japan
501905,austria
509556,united states
356236,united states
237628,afghanistan
486743,hungary
371032,japan
33418,hong kong
718067,turkey
24346,united states
368063,united kingdom
3041,united states
675691,croatia
388833,japan
72262,japan
279409,guatemala
6456,united states
726706,india
105534,united states
423551,south africa
29429,peru
562328,canada
797446,united states
95670,france
126296,south africa
351991,united kingdom
381638,czech republic
702125,united states
533540,australia
450898,united kingdom
780315,australia
75058,russia
26396,china
206903,united states
583512,united kingdom
94465,united states
686990,united kingdom
524213,netherlands
680669,india
504425,portugal
571466,portugal
704500,bosnia-herzegovina
215455,new zealand
711723,united kingdom
194713,colombia
722025,bulgaria
168916,romania
540554,austria
687154,united states
13697,belgium
656839,united states
338963,belgium
681182,united states
415474,united states
351544,belgium
566850,france
57885,canada
109600,united kingdom
451248,lithuania
158873,norway
85300,brazil
287818,united states
460470,luxembourg
409338,sweden
189755,united states
357866,united states
522427,switzerland
105761,united states
180550,sri lanka
17154,united states
371263,united states
569097,poland
618002,europe
525113,united states
458205,germany
8420,belgium
118620,japan
754252,tunisia
113841,ireland
264164,israel
102173,croatia
575481,belgium
270340,china
736792,united states
285073,united kingdom
279233,pakistan
660954,australia
440857,europe
691853,canada
321728,united states
572691,united states
100702,albania
177088,italy
357480,united states
588215,japan
310654,china
156486,panama
546349,russia
520714,united states
747691,japan
458191,germany
509262,united states
416481,japan
41647,india
318985,association of south east asian nations
385163,pakistan
462086,australia
793375,canada
434574,united kingdom
28540,europe
676829,united kingdom
462540,lithuania
567378,united states
719538,united states
143766,united states
395972,europe
6159,colombia
460831,australia
494307,spain
599009,turkey
120295,china
77377,japan
638238,germany
25580,indonesia
280816,united states
345657,south africa
416116,australia
652872,argentina
31982,vietnam
130856,united states
684695,asia
404122,brazil
614636,philippines
123160,europe
107530,united kingdom
476934,united states
343579,israel
590571,mozambique
463736,portugal
610039,united states
371289,united states
253784,china
374938,australia
24921,russia
38743,china
600058,japan
444559,south korea
337006,poland
756156,united kingdom
776708,united kingdom
649876,japan
274175,malaysia
716163,bolivia
83013,sri lanka
168020,south korea
574736,canada
621410,argentina
183653,united kingdom
748224,united states
678421,france
103898,japan
179240,united states
16963,bangladesh
585592,poland
732768,united states
596004,australia
397159,united states
520171,albania
2938,united states
328138,netherlands
519258,maldives
380979,united kingdom
86540,australia
533231,denmark
423417,united kingdom
783008,united states
712639,nigeria
658612,france
386781,united states
289739,japan
152998,south africa
717267,kuwait
754080,united kingdom
413390,albania
260341,japan
643246,united states
217900,united states
651140,france
751545,germany
525392,india
485156,united states
72249,united states
63802,south africa
537140,bolivia
755749,united states
332548,thailand
646620,romania
58452,united states
389024,united kingdom
236729,russia
62831,japan
63224,united states
430291,singapore
713432,united states
649615,mexico
328573,united states
641130,united states
159324,united states
509437,united states
411690,germany
363674,india
366657,poland
323292,malaysia
709182,united kingdom
323249,malaysia
80125,indonesia
399777,france
700232,sweden
254011,iraq
133378,mexico
163379,czech republic
113986,bulgaria
339317,philippines
60325,canada
668066,united kingdom
597481,croatia
808908,united states
115964,united states
602703,united kingdom
735025,united states
206409,peru
555832,united states
182887,spain
558680,united states
611910,japan
738034,netherlands
74092,united nations
190216,germany
240912,france
708495,south korea
755791,united states
283252,united states
216882,south africa
39222,china
723979,japan
379728,france
337195,eritrea
741667,united states
723262,united states
128067,japan
318488,slovenia
544218,united states
445502,united kingdom
359072,algeria
715687,germany
42996,united states
521217,united states
80189,china
503816,france
257132,europe
494752,cyprus
444392,japan
123593,israel
99986,united states
809258,canada
544798,denmark
798752,romania
764791,italy
405597,japan
747445,united kingdom
98120,north korea
433924,italy
460808,papua new guinea
786844,finland
692525,switzerland
415354,pakistan
688952,brazil
680784,india
454877,philippines
574626,japan
134097,norway
180992,united kingdom
262760,malaysia
231536,united states
471446,united kingdom
705526,united states
284300,finland
359102,portugal
585852,albania
351352,united states
272085,japan
775636,thailand
224640,bulgaria
763936,israel
680448,united states
619884,russia
132486,united states
676003,philippines
274652,zimbabwe
235752,philippines
199780,philippines
315709,united states
620273,united states
402417,australia
336999,poland
45336,united states
308601,mexico
548818,taiwan
803946,united kingdom
307508,indonesia
306032,united states
115494,hong kong
486319,france
50461,turkey
547713,italy
49192,mexico
385063,europe
127439,europe
604836,angola
137655,united states
732534,russia
275459,france
542556,united states
72975,portugal
767164,united kingdom
296070,singapore
436005,poland
576632,india
590488,chile
180100,australia
7931,europe
609342,chile
533546,australia
494502,united states
641347,norway
275464,united states
471985,canada
677749,japan
586044,argentina
505480,switzerland
775885,united states
466861,united states
748292,united states
806331,pakistan
731077,argentina
179588,macedonia
283592,libya
468752,united kingdom
70167,ukraine
464066,italy
789504,sweden
143091,canada
412529,netherlands
691638,spain
50445,united kingdom
340647,argentina
365223,kazakhstan
206381,chile
548313,united states
148744,australia
78825,united states
547138,united states
380455,united kingdom
504431,europe
350360,united states
588190,indonesia
601589,czech republic
455625,new zealand
662737,united states
224288,spain
170898,europe
586876,france
251470,france
348587,australia
123885,united states
94356,india
547221,israel
689043,new zealand
668796,austria
60840,united kingdom
127727,spain
216606,bulgaria
682915,japan
566963,bangladesh
210178,france
524569,japan
112608,south korea
537804,japan
144366,japan
142169,japan
676898,morocco
651171,belgium
413604,united states
624191,united kingdom
722608,united states
11150,mexico
593793,united states
499828,united states
290845,argentina
4453,indonesia
265054,europe
362907,slovenia
197748,indonesia
792111,united states
369906,france
196340,brazil
154946,united kingdom
382873,belgium
166321,argentina
665631,united states
189892,burundi
268711,association of south east asian nations
711672,austria
324304,hungary
780207,united kingdom
295509,united kingdom
265146,united kingdom
703761,vietnam
549748,united kingdom
669315,latvia
284376,united kingdom
807443,thailand
678481,indonesia
72658,new zealand
77769,united states
512578,lithuania
641106,united states
746250,united states
34464,argentina
288320,north atlantic treaty organisation
740643,japan
516156,united states
682771,mexico
810610,australia
275004,united states
803920,norway
437033,netherlands
637195,brazil
464721,singapore
385429,belgium
316544,france
800035,united states
626391,ukraine
199556,romania
45027,australia
668837,czech republic
575767,mexico
810506,france
96881,japan
129259,jordan
746582,united states
670613,united states
737257,united states
709816,south africa
259942,netherlands
805688,united states
702200,united states
29645,china
402713,japan
561817,united states
520390,mexico
727196,united states
641203,united states
446970,china
505925,albania
141878,united kingdom
19080,ukraine
352654,china
61262,australia
242671,united states
767071,finland
674741,japan
387603,czech republic
315537,united kingdom
802030,yugoslavia
808506,china
176858,dubai
355622,new zealand
63702,canada
809675,united states
752846,philippines
761785,canada
29690,israel
330301,mexico
609083,singapore
340868,united states
421368,norway
665961,united kingdom
757767,russia
145196,japan
263866,ukraine
648817,united states
772231,peru
247653,new zealand
192197,russia
585654,united kingdom
316226,japan
472340,united states
708297,germany
549874,south africa
797630,austria
295611,south africa
96018,united kingdom
643605,india
76622,europe
575981,hong kong
20959,united states
657880,italy
195480,united states
10920,italy
292452,singapore
259638,united kingdom
673767,united kingdom
787465,south africa
66798,hungary
200168,europe
548176,lebanon
497944,europe
686529,china
732146,israel
450832,hong kong
492369,australia
703224,spain
48576,united states
330700,japan
47326,myanmar (burma)
563485,netherlands
82635,indonesia
501998,zimbabwe
782658,south africa
610680,japan
734347,south africa
144034,germany
235304,europe
328859,united states
594420,poland
396813,israel
732552,united states
511723,japan
27100,ukraine
649841,indonesia
727014,united kingdom
109366,north atlantic treaty organisation
702974,israel
477451,united states
133625,united states
101729,united states
256875,belgium
605249,myanmar (burma)
171203,china
224637,czech republic
203865,united states
128424,australia
526438,japan
202287,russia
552065,italy
620917,afghanistan
97735,thailand
17137,united states
655204,egypt
137426,india
500262,china
424062,united states
605053,bulgaria
14733,netherlands
639924,malaysia
400371,united states
363476,united states
267206,united states
363970,united states
638044,united states
681492,australia
57909,south africa
298767,south africa
589816,albania
202284,poland
592034,japan
532725,india
506488,united states
496290,uganda
727873,canada
347228,united states
89468,united kingdom
609721,united states
78119,indonesia
447540,iceland
184404,japan
791682,united states
292747,united states
500147,united states
132095,philippines
561114,united kingdom
464994,philippines
533744,japan
654813,australia
650114,united states
412525,denmark
116257,united states
222415,south africa
432749,namibia
625369,canada
370913,australia
151022,united states
254102,iran
85379,united states
395198,france
371774,united kingdom
701285,united kingdom
617649,canada
694405,mexico
567820,australia
463746,germany
462548,hungary
721912,yugoslavia
413768,canada
768240,united states
730792,china
409491,canada
163722,iraq
573263,denmark
168570,japan
135931,united states
672685,brazil
46750,portugal
607418,japan
295894,mexico
554407,united kingdom
753102,united states
300849,japan
227269,egypt
502354,hungary
276875,philippines
435905,cote d'ivoire (ivory coast)
777686,australia
701734,chile
491730,united states
320516,united states
204912,japan
178922,hungary
151047,united states
335868,portugal
346122,switzerland
763174,united states
292937,india
571871,mexico
442361,slovenia
498662,united states
414587,ecuador
369800,united states
62751,philippines
192076,croatia
722003,germany
